text,negative_ny,distortion,magnitude,category,quote,userid,time
"I just can't pretend to sleep anymore. Today is a day where it seems I have everything...yet I am still missing something...The thing I don't think that I ever could have, yet I'm irrevocably consumed. I really hate having to feel, especially for you. I sorely lack as a person. Is that something bad?",1,,3,,,01530624766b3be63c7709c6581c335d,2011-03-13 12:39:32
oK SUN... thats verrrry nice of you coming here to say hello to us but...seriously... could u please hurry up and come back from your holidays in the Southern Hemisphere coz its damn COLD round here!!! and my knees hurt! :(,1,,3,,,5e34486308dfa39c91780a440632f724,2011-01-21 11:52:47
needs some help with the english hwk... are we supposed to link aspergers syndrome with the book and if so how ????,2,,,,,b28ce95bbf80425298b11916a6ef346b,2010-02-16 13:01:36
"/You've gotta have a nice rack to bounce the big ones/"". Only one person on here will know what I'm talking about.""",2,,,,,0de3fb81289774833b1a3ff7e5b86701,2011-02-15 18:42:30
"just went to the mall... got some summer sausage samples from hickory farms, i think thats what i want for christmas",2,,,,,748b929276449add1cb3bb5985e85fa1,2010-12-24 0:55:53
"Fun night! Hit the keys then the swanky goat, saw daddy and frankie, then had breakfast @ ihop w// kasey and frankie. Good times, good music, good friends <3",2,,,,,276d9dae51d0748f843b3525458ef54e,2010-09-17 10:30:08
"had a great time at college green with Lizzy Alexander, Georgia Kozakiewicz, Paige Anderson, Joshtopher Hookson, Hollie Young, Harriet Jackson, Butters,Tom ,Barry, Tim and Sam ... :)",2,,,,,b28ce95bbf80425298b11916a6ef346b,2010-06-25 18:58:47
"Damn man I need $138 dollars for tickets for the next 3 months XD Boondox on my birthday, Katy Perry July 25th, RED with the red jumpsuit apparatus July 26th, Axe Murder Boyz (AMB) July 27th, Warped Tour August 6th and finally WET with ATB August 26th o.o",2,,,,,8c393982479748c5a53acaa7a3717c71,2011-06-18 6:46:15
<3 LOVES <3 her boyfriend <3 Thanks for the BEST Vday EVAR!!! xoxo I'm so glad to have you in my life Baby,2,,,,,bcbf2807042501c0a9982bbcd7474703,2010-02-16 17:01:25
"I should also really start replying to people on this. I have 21 unread messages. Cba just now, because I have a blue flag hangin on ma' backside but only on the left side yeaaaaaah thats the crip side.",2,,,,,0e8f270a9b126c3839044391deb1d4e2,2011-01-13 1:21:40
has to keep reminding himself what day it is or else he will miss his final on friday (It is not friday yet right?),2,,,,,0d4a51e22f36151b2e435ce3fd4eb6f9,2009-12-15 22:45:42
"is psyched..I get to see Sea Shells, Mitzy, AND Cookie AT THE SAME TIME! And get out of the house and hear some pretty sweet music at a place that sells coffee + heart attack fries..could a thursday night BE any better? :) Work today was awesome, too..why am I suddenly nervous...",2,,,,,25c68399f38b70d0466ae022feb4fe6a,2010-06-25 0:21:13
"I am the procrastination queen right here. Just finished printing and cutting out all the pictures for it. I have the Labels printed to. I just need to glue them down, and write a quick speech. The speech is easy considering it's California!",3,,,,,7710e2148fd05e5ca145db66dcc010fa,2010-11-17 4:24:27
I am so bad at procrastenation. Just now packed my hospital bag any one have any good ideas on somethings I might need? Also finally moving into our house the first of feb there is already a for rent sing in my front yard!,3,,,,,0ab7efcd582b43d58c1fec65058efa72,2011-01-06 0:18:15
Fed up is nt the word ! ! I must av killed a robin in mi past life or summat ufff,1,,3,,,90f336a010f8295e2cf7198226c5d642,2010-07-03 20:38:09
"I have Txt now. So if anyone wants to get my number, let me know. For those of you that already have it...I'll be expecting you.",2,,,,,a060ba39cf74d8b9f97354e3f83df67a,2010-04-18 22:36:18
The best part about having to work on a major project for school is that I get too organize my music library and check facebook every other second.,2,,,,,46f530b1841262656c27620a20257993,2011-01-07 5:24:58
"Soo anyone wana come over for a bit? Mum says theres maggots in my room so I guess you can't sleep here. Uh, whats everyones opinions on those dress things? How about fish nets? People don't seem to like those to much heh ;] Oh lastnight was pretty lovely. Just had a frappe so I'm doing pretty darn good. Talk to me hm?",2,,,,,12170edda5667c961a48d9715f391de2,2010-06-10 21:35:21
"Does anybody else on here use ShoZu to upload photos? And if so, are you having trouble with it not working?",2,,,,,ed35b5f3f60f0650fdc74b397f2bf00b,2009-07-08 16:46:54
"is sicked n' tired of bein' whom YOU want n' expects ME 2 b,  isn't it about time that YOU let n' accept me as ME?  i am drownin' in my own pains and sufferings n' YOU don't even know  YOU don't even feel it.  i have been putting on a brave face for too long that YOU don't notice dat i am weak. i am hurtin' n' i am cryin' out for help!  YOU have made me what i am today! a heart of stone! I AM NUMB!",1,1,4,blaming,,b98ed786cb2fe320ca8993b5bc5794d4,2010-11-20 6:23:48
my sensei once said that we sometimes have to make it on our own rather than waiting for the hope to come what he ment was always be be on our guard as terrorists are everywhere they can look like an innocent idiot but there not innocent,2,,,,,d42f4945517c45eb2ba65aad271b0fd9,2010-05-06 5:09:58
"getting the last minute to dos done and trying to pack, not my favorite thing to do. I'm headed to j-ville.",2,,,,,f5fb82dcec93d706b05d47ab7d12d390,2010-04-30 3:43:56
"To everyone outside of New Zealand! I am fine as Christchurch is thousands kilometers away from Auckland. However, I am so sorry for all the loss in Christchurch :(",3,,,,,a3d54d0a77ed1f722d50c87cb2f3815e,2011-02-22 8:29:44
Yeahhhhh. That'll get me losing weight for sure. rofl! Brush your teeth after you're done eating. XD then you can't eat anymore for awhile. Genius.,2,,,,,994e0be0ec912bc380fbcaf8ed105401,2010-11-28 21:32:06
"theres no such thing as nothing.... think about what nothing is, the absence of matter right? or possibly the empty spaces between matter. even though there is no matter, nothing is still something. nothing IS an ampty space, nothing IS the absence of matter. how can nothing be /nothing/"" if i can tell you where it is and how much of it there is or what it looks like?""",2,,,,,623ff8b813fd5515bb3398c5efea092e,2010-11-23 21:32:12
"just some facts i have realised today, i have half of a cigarette left in my pack, up is not as sad as you may have heard, only classy girls dont chug wine bottles;unlike me, my salsa tastes like pizza sauce, fame is a stupid movie, frenchie is THE BIGGEST FLAKE, my name is officially Taubrey... buhbi",2,,,,,563379bf20f2380dd5fc7195c0069289,2010-01-17 9:16:45
is so excited for Christmas!!! It's hard to beleive it's only in about a month!!! I haven't even started my christmas shopping!!!,2,,,,,d6c55a02544931544ca771c175e222c5,2009-11-22 20:35:50
"Seven books, two best friends, some new music, and a lot of coffee make for an awesome day. :) And now, sleep.",2,,,,,cea00424ced413c108d878b1a14f3316,2010-06-02 5:33:32
"Well its 1 2 3 4 take the elevator at the hotel yorba I'll be glad to see you later, all they got inside is vacancy",2,,,,,1436ccb459cf7166b8e6926e9d2b6950,2011-02-22 23:04:47
"workingg on italian and stuff ; my stomach really hurts, someone needs to come and make it better rofl . (;<3",1,,3,,,b0acac95493fc438ce56372eebde2b0e,2010-07-30 1:50:03
"my husband is at a cubs game with, check this out, my stepfather ( his step father-in-law) his step brother-in-law, and his step father-in-law's x-wife's husband. Should I draw a diagram?",2,,,,,b97f872b411e25a44921e409936b9f68,2009-08-12 1:03:32
Say a prayer for the Southerners we play Riverview tonight....we a 4-0.....these are some big boys.....hope they all make it home safe post results after the game....,2,,,,,91607935d5929b663e3d935f6e73a9d8,2009-10-05 21:53:19
"making my sign for Chill Beats 2010 and waiting to find out if Phil Yam and Sal Saia are alive or not. GO TO CHILL BEATS!!! Ingle auditorium, $6 to get in to the best a cappella show you're gunna see this year.Think about why you're not going yet, then forget that crap and be there! 8Beat Measure is awesome, don't miss out!",2,,,,,55a72284594fdda49b22a6610b9b91d6,2010-04-17 22:30:34
I'm fucking done. I don't need this type of shit in my life. If people don't grow up and stop controlling other things because of something that has happened to them then someone please help them.,1,,5,,,ff901930a5eaba2dc939d40571f51bb5,2010-03-23 23:57:39
"sooooooooooo tiiiired :P had fun last night, tonite.. spending time with my luvie <3 can't even wait!!!! Reading week next week ;D whoot!",3,,,,,bcbf2807042501c0a9982bbcd7474703,2010-10-22 18:07:54
"Dear @$$ Hole,  I hate you so much you made me so stressed yesterday I was acting mean like I had no heart just like you >:o I hope you die and go to hell.  From  Octavia Asia Smith x//3",1,1,4,blaming,,9fd528a9a7b10931f64f02f05d5e9042,2010-09-25 15:45:51
"woah that was freaky, it looked like my bedroom door shut itself but when I went closer I could see whodunnit: the cat :P",2,,,,,5cae5729864ff894d47e20afbe32c8a5,2011-03-10 7:26:27
there comes a time where you either shut up and get married or just break up for good - at some point the game has to end... im exhausted and i just read about it on my status updates! gosh lol,1,,3,,,4b1c871ad361b9110af86edd61511c8f,2010-08-04 3:31:18
"wants to go somewhere cool. If anyone wants to abduct me and take me to, like, the mountains or the Northwest Pacific coast, feel free!",2,,,,,6446d8555111ee3a45aaf21453bb5bc2,2009-06-24 17:05:22
"Ok, so here is the deal. Everybody is to drop what they are doing, immediately, and come and kidnap me, and take me away to Luther, ok? Ok . . please and thank you. BECAUSE I MISS YOU ALL WAY TOO MUCH AND IT ISN'T FAIR >_< The end . . . . . . .",2,,,,,e076953cd3fcf8927b8f21574c0890f3,2010-09-08 18:18:24
"got stung from poisonous plants in weed garden, this sucks, half done cutting hedges and starting to rain, to short to cut the middle of hedges, now what am i gonna do :(",1,,3,,,cfb021cfbff46ffdb75c7dcafe7c2087,2011-06-26 17:38:10
": failed at pouring peas into the pan, they went all over the floor, all over the hob and even into the oven gloves!",1,,3,,,39b2af957c2488970cb89c161b6bf94e,2010-10-23 18:29:03
I want the 'Kokoro no Tamago' book... I wish DelRey would license it... Wait. I don't want DelRey anywhere near that book!! They killed the translations for Shugo Chara! enough!! I hope I can order it online...,2,,,,,2a9b90b41e9399bb331fef2582f657c3,2010-08-09 6:04:46
"To all my friends and family who came over, FB messaged, texted and called to tell me Happy Birthday, from the bottom of my heart, you guys are awesome and I thank you.",2,,,,,ca745fc1747c3252bb6e5be40c5d91de,2010-07-10 18:30:01
"horoscope:Tuesday, May 11th, 2010 Even if you have done a good  job of maintaining an even keel, the winds are picking up now and could  fill your sails. Logical Mercury is turning direct today in your 8th  House of Intimacy, which could tilt your passions toward or away from  someone. Your emotions will be intense whichever way you go. Don't try  to restrain yourself now; share with conviction what's in your heart.",2,,,,,5e49c1efdf782f392b89c4e6c6f1530e,2010-05-11 9:24:46
"did my speech today. Guess its nice to have it done and over with, although i did read like every other sentence from my Q-cards (i had the majority of it memorized before, ok? i just kinda forget it when i got up there:P) but anywho now i dont have to work on my speech on top of studying for geo and history",2,,,,,d6c55a02544931544ca771c175e222c5,2011-02-04 20:35:53
I know been gone for awhile . I'm back but will be watching my time more closely here. thank all of you for being precious friends and family.,2,,,,,dffaece298b63061545b86653d43beff,2011-03-08 4:38:53
Wow really? You don't care that i want to go home? You don't care that i am willing to walk? You just tell me not to get hit by a car. Bad parenting geez.,1,1,4,mind reading,,8c393982479748c5a53acaa7a3717c71,2011-08-17 23:34:41
my son turned one yesterday....... it seems like i just brought him home from the hospital not that long ago where is the time going,2,,,,,55ed9cf7a5509878b208f88a7ca6e517,2010-11-18 2:53:24
its not bout findn da 1 2 mend da missn pieces of ur <//3 but 2 keep follown da missn pieces dat u come across while walkn down ur path leadn u 2 da 1 dat da pieces blong 2 if u hav faith & keep seekn 4 da owner w// patience due n good time both of u will open ur eyes 2 eachother & n dat moment u will hav put 2gether da pieces dat u thought were lost R n da hands of ur other formn both halves as 1 completen 1 another,2,,,,,9e17e6c19c1d34ef60a512e949f57381,2011-04-07 22:48:51
"I get sooo happy to hear your small voice on the phone, but also I get sooo much sadder because I want to hold you my precious boy :) <3",2,,,,,7567b6224ec2181f7c1e9b160bc03a93,2010-10-03 6:44:56
went to cook eggs and got a tad carried away and made a fried breakfast fit for a king.........shame i'm not particularly hungry.,2,,,,,33ccb4623ec83bac64472003b8d3372b,2010-06-07 23:29:25
"Out losing at sum bingo. All Ive won was a cpu to play on. Ya'll send sum luck my way, the 750 gm next! BINGO!!",2,,,,,df3d0655b13bf443f57c75da601f4319,2011-02-27 6:18:54
When I get mad and I get pissed I grab out my pen and write out a list of all the assholes that wont be missed youve made my shit list L7?,2,,,,,ec3dc451b8a811f05ace158a0d76e32e,2010-03-12 6:21:50
Have you ever wished for an endless night? Lassoed the moon and the stars and pulled that rope tight. Have you ever held your breath and asked yourself will it ever get better than tonight? PINK: Glitter In the Air,2,,,,,70508863b817fd43b69b5328a2ee91a0,2010-05-31 23:30:33
